Player Name,Player Position x,y,z, Player Plumage ,Status,Accumulated Player Engagement,Accumulated PlayerHit Number,Accumulated PlayerHitReceived Number,Accumulated Player Standing Still Time,Time: 11/4/2024 4:13:33 PM
Player Red,(44.04,-1.18, 37.97),4,I_GOT_HIT,39,11,9,2.216695,
Player Blue,(40.18,-1.2, 42.18),5,I_HIT_SOMEONE,37,10,6,6.810902,
Player Green,(31.60,-1.21, 46.88),1,ENGAGE_IN_COMBAT,30,3,9,12.9431,
Player Yellow,(-1.58,-1.22, -2.31),2,NOT_IN_COMBAT,38,7,7,0.550892,
Player Red,(-12.27,-1.23, 15.97),4,ENGAGE_IN_COMBAT,39,11,9,2.216695,
Player Blue,(-36.22,-1.21, 41.78),6,I_HIT_SOMEONE,39,11,6,6.810902,
Player Green,(-39.09,-1.23, 34.91),1,ENGAGE_IN_COMBAT,32,3,9,12.9431,
Player Yellow,(-41.02,-1.2, 40.83),1,I_GOT_HIT,40,7,8,0.6098718,
Player Red,(16.37,-1.18, 12.38),5,I_HIT_SOMEONE,42,12,9,2.216695,
Player Blue,(40.15,-1.18, 32.39),6,ENGAGE_IN_COMBAT,40,11,6,6.810902,
Player Green,(-27.60,-1.2, 10.69),1,ENGAGE_IN_COMBAT,34,3,9,12.9431,
Player Yellow,(11.20,-1.23, 13.85),0,I_GOT_HIT,42,7,9,1.691283,
Player Red,(9.33,-1.23, 7.31),5,ENGAGE_IN_COMBAT,46,12,9,2.216695,
Player Blue,(18.95,-1.23, 10.68),6,ENGAGE_IN_COMBAT,45,11,6,6.810902,
Player Green,(-11.87,-1.27, -16.48),0,I_GOT_HIT,39,3,10,13.10364,
Player Yellow,(-10.47,-1.19, -19.80),1,I_HIT_SOMEONE,45,8,9,2.796993,
Player Red,(4.32,-1.23, 1.55),5,I_GOT_HIT,46,13,10,2.216695,
Player Blue,(7.23,-1.2, 16.37),6,ENGAGE_IN_COMBAT,45,11,6,6.810902,
Player Green,(-11.78,-1.23, -16.59),0,ENGAGE_IN_COMBAT,39,3,10,13.10364,
Player Yellow,(-10.68,-1.19, -19.74),1,ENGAGE_IN_COMBAT,45,8,9,2.796993,
Player Red,(-46.84,-1.19, -32.06),5,I_GOT_HIT,48,14,11,2.216695,
Player Blue,(-30.19,-1.18, -42.20),6,ENGAGE_IN_COMBAT,47,11,6,6.810902,
Player Green,(-39.43,-1.18, -42.94),0,ENGAGE_IN_COMBAT,41,3,10,13.10364,
Player Yellow,(14.66,-1.23, 4.47),1,NOT_IN_COMBAT,46,8,9,2.796993,
Player Red,(-9.57,-1.19, -11.64),5,ENGAGE_IN_COMBAT,48,14,11,2.216695,
Player Blue,(-7.97,-1.22, 7.92),6,I_HIT_SOMEONE,47,12,6,6.810902,
Player Green,(-4.30,-1.2, 7.15),0,I_GOT_HIT,41,3,11,13.10364,
Player Yellow,(19.60,-1.22, 10.09),1,NOT_IN_COMBAT,46,8,9,2.796993,
Player Red,(-11.10,-1.23, -13.77),5,ENGAGE_IN_COMBAT,48,14,11,2.216695,
Player Blue,(15.15,-1.2, 13.11),7,I_HIT_SOMEONE,48,13,6,6.810902,
Player Green,(22.74,-1.23, -3.49),0,NOT_IN_COMBAT,42,3,11,13.10364,
Player Yellow,(19.34,-1.23, 10.08),0,I_GOT_HIT,48,8,10,2.796993,
Player Red,(18.26,-1.18, 10.96),5,ENGAGE_IN_COMBAT,49,14,11,2.237321,
Player Blue,(21.24,-1.18, -10.44),7,ENGAGE_IN_COMBAT,49,13,6,6.810902,
Player Green,(23.88,-1.23, -5.89),0,ENGAGE_IN_COMBAT,43,3,11,13.14177,
Player Yellow,(0.54,-1.2, 20.28),0,I_GOT_HIT,49,9,11,2.818269,
Player Red,(11.43,-1.26, -17.08),4,I_GOT_HIT,51,14,12,2.237321,
Player Blue,(9.13,-1.23, -14.40),8,I_HIT_SOMEONE,51,14,6,6.810902,
Player Green,(-15.11,-1.22, -13.12),0,ENGAGE_IN_COMBAT,44,3,11,13.74395,
Player Yellow,(-12.05,-1.19, -29.82),0,NOT_IN_COMBAT,50,9,11,2.818269,
Player Red,(43.15,-1.19, -11.84),4,I_HIT_SOMEONE,55,15,12,2.237321,
Player Blue,(-23.70,-1.22, 1.57),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(40.09,-1.21, -16.13),0,ENGAGE_IN_COMBAT,49,3,11,13.74395,
Player Yellow,(40.37,-1.21, -9.86),0,I_GOT_HIT,55,9,12,2.818269,
Player Red,(38.14,-1.19, -12.09),4,I_GOT_HIT,55,16,13,2.237321,
Player Blue,(-43.26,-1.18, -14.30),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(25.17,-1.19, -10.13),0,ENGAGE_IN_COMBAT,49,3,11,13.74395,
Player Yellow,(41.83,-1.2, -10.97),0,ENGAGE_IN_COMBAT,55,9,12,2.818269,
Player Red,(4.55,-1.23, -1.34),4,I_GOT_HIT,55,17,14,2.237321,
Player Blue,(-33.87,-1.18, -46.32),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(-8.19,-1.21, -1.94),0,ENGAGE_IN_COMBAT,49,3,11,13.74395,
Player Yellow,(38.18,-1.22, -43.48),0,ENGAGE_IN_COMBAT,55,9,12,2.818269,
Player Red,(-36.52,-1.23, -34.84),4,NOT_IN_COMBAT,55,17,14,2.237321,
Player Blue,(3.21,-1.23, 12.72),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(-13.02,-1.23, -14.84),0,ENGAGE_IN_COMBAT,50,3,11,13.97873,
Player Yellow,(-10.95,-1.23, -17.15),0,I_GOT_HIT,55,10,13,2.818269,
Player Red,(6.99,-1.19, 1.69),4,I_HIT_SOMEONE,56,18,14,2.237321,
Player Blue,(-37.43,-1.18, 4.73),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(9.14,-1.23, 5.46),0,I_GOT_HIT,51,3,12,14.23887,
Player Yellow,(2.26,-1.23, 18.76),0,NOT_IN_COMBAT,55,10,13,2.818269,
Player Red,(35.76,-1.22, 9.23),4,I_GOT_HIT,56,19,15,2.237321,
Player Blue,(-7.02,-1.23, -7.74),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(14.68,-1.22, 13.31),0,NOT_IN_COMBAT,51,3,12,14.23887,
Player Yellow,(3.00,-1.23, 21.34),0,NOT_IN_COMBAT,55,10,13,2.818269,
Player Red,(-5.15,-1.19, 22.73),4,I_HIT_SOMEONE,57,20,15,2.237321,
Player Blue,(19.94,-1.18, 47.19),8,ENGAGE_IN_COMBAT,53,14,6,6.810902,
Player Green,(-10.66,-1.23, -3.48),0,ENGAGE_IN_COMBAT,51,3,12,14.26209,
Player Yellow,(-10.17,-1.22, 22.82),0,I_GOT_HIT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),3,I_GOT_HIT,58,20,16,2.237321,
Player Blue,(-7.98,-1.19, 32.16),9,I_HIT_SOMEONE,54,15,6,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),2,I_GOT_HIT,58,20,17,2.237321,
Player Blue,(-7.98,-1.19, 32.16),10,I_HIT_SOMEONE,54,16,6,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_GOT_HIT,58,20,18,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_HIT_SOMEONE,54,17,6,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),0,I_GOT_HIT,58,20,19,2.237321,
Player Blue,(-7.98,-1.19, 32.16),12,I_HIT_SOMEONE,54,18,6,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_HIT_SOMEONE,58,21,19,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_GOT_HIT,54,18,7,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),2,I_HIT_SOMEONE,58,22,19,2.237321,
Player Blue,(-7.98,-1.19, 32.16),10,I_GOT_HIT,54,18,8,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_GOT_HIT,58,22,20,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_HIT_SOMEONE,54,19,8,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),2,I_HIT_SOMEONE,58,23,20,2.237321,
Player Blue,(-7.98,-1.19, 32.16),10,I_GOT_HIT,54,19,9,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_GOT_HIT,58,23,21,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_HIT_SOMEONE,54,20,9,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_GOT_HIT,58,24,22,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,ENGAGE_IN_COMBAT,54,20,9,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),0,I_GOT_HIT,58,24,23,2.237321,
Player Blue,(-7.98,-1.19, 32.16),12,I_HIT_SOMEONE,54,21,9,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,I_HIT_SOMEONE,58,25,23,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_GOT_HIT,54,21,10,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Red,(-11.01,-1.19, 27.13),1,ENGAGE_IN_COMBAT,58,25,23,2.237321,
Player Blue,(-7.98,-1.19, 32.16),11,I_GOT_HIT,54,22,11,6.810902,
Player Green,(-10.89,-1.23, -5.51),0,ENGAGE_IN_COMBAT,51,3,12,14.42752,
Player Yellow,(-10.10,-1.23, -1.48),0,ENGAGE_IN_COMBAT,56,10,14,2.818269,
Player Name,Player Position x,y,z, Player Plumage ,Status,Accumulated Player Engagement,Accumulated PlayerHit Number,Accumulated PlayerHitReceived Number,Accumulated Player Standing Still Time,Time: 11/4/2024 5:24:46 PM
Player Red,(-26.70,-1.23, 22.92),3,I_GOT_HIT,0,1,1,3.83781,
Player Blue,(-25.38,-1.19, 47.90),3,ENGAGE_IN_COMBAT,0,0,0,0.9785347,
Player Green,(-21.88,-1.21, -5.12),3,ENGAGE_IN_COMBAT,0,0,0,3.788685,
Player Yellow,(-15.62,-1.23, -21.24),3,ENGAGE_IN_COMBAT,0,0,0,1.070164,
Player Red,(-16.59,-1.21, -16.33),4,I_HIT_SOMEONE,2,2,1,3.83781,
Player Blue,(-25.78,-1.2, 18.87),3,ENGAGE_IN_COMBAT,0,0,0,0.9785347,
Player Green,(-5.53,-1.23, -4.61),3,ENGAGE_IN_COMBAT,1,0,0,3.788685,
Player Yellow,(-15.38,-1.23, -21.24),2,I_GOT_HIT,1,0,1,1.086265,
Player Red,(-15.10,-1.2, 3.48),4,ENGAGE_IN_COMBAT,2,2,1,3.83781,
Player Blue,(-30.08,-1.23, -5.19),4,I_HIT_SOMEONE,3,1,0,0.9785347,
Player Green,(-29.53,-1.21, -8.45),2,I_GOT_HIT,4,0,1,4.494039,
Player Yellow,(24.11,-1.2, -20.10),2,ENGAGE_IN_COMBAT,2,0,1,1.566797,
Player Red,(-29.65,-1.18, -8.12),5,I_HIT_SOMEONE,4,3,1,3.83781,
Player Blue,(-28.37,-1.19, -11.50),3,I_GOT_HIT,4,1,1,0.9785347,
Player Green,(-25.92,-1.21, -13.90),2,ENGAGE_IN_COMBAT,5,0,1,4.494039,
Player Yellow,(24.38,-1.19, 2.83),2,ENGAGE_IN_COMBAT,2,0,1,1.566797,
Player Red,(11.69,-1.2, 16.98),5,ENGAGE_IN_COMBAT,4,3,1,3.83781,
Player Blue,(-7.55,-1.2, 23.98),3,NOT_IN_COMBAT,4,1,1,0.9785347,
Player Green,(12.80,-1.22, -9.53),1,I_GOT_HIT,6,0,2,4.716893,
Player Yellow,(10.00,-1.23, -11.03),3,I_HIT_SOMEONE,3,1,1,1.566797,
Player Red,(28.45,-1.22, 40.05),5,ENGAGE_IN_COMBAT,4,3,1,3.83781,
Player Blue,(-5.37,-1.21, 9.56),3,ENGAGE_IN_COMBAT,4,1,1,0.9785347,
Player Green,(24.52,-1.23, 22.55),1,I_GOT_HIT,6,1,3,4.877448,
Player Yellow,(27.14,-1.22, 12.87),3,ENGAGE_IN_COMBAT,3,1,1,1.566797,
Player Red,(16.04,-1.23, 51.25),5,ENGAGE_IN_COMBAT,4,3,1,3.83781,
Player Blue,(24.62,-1.18, 11.51),4,I_HIT_SOMEONE,5,2,1,0.9785347,
Player Green,(36.24,-1.22, 45.46),1,NOT_IN_COMBAT,6,1,3,4.877448,
Player Yellow,(26.28,-1.2, 17.05),2,I_GOT_HIT,4,1,2,1.566797,
Player Red,(-3.49,-1.23, 53.99),5,ENGAGE_IN_COMBAT,4,3,1,3.83781,
Player Blue,(21.00,-1.21, 15.45),4,I_GOT_HIT,5,3,2,0.9785347,
Player Green,(33.52,-1.21, 48.14),1,NOT_IN_COMBAT,6,1,3,4.877448,
Player Yellow,(25.35,-1.23, 15.52),2,ENGAGE_IN_COMBAT,4,1,2,1.566797,
Player Red,(-15.77,-1.22, 55.57),5,ENGAGE_IN_COMBAT,4,3,1,3.83781,
Player Blue,(0.74,-1.2, 26.83),4,ENGAGE_IN_COMBAT,5,3,2,0.9785347,
Player Green,(24.00,-1.2, 45.39),1,ENGAGE_IN_COMBAT,6,1,3,4.877448,
Player Yellow,(26.13,-1.23, 12.55),2,I_GOT_HIT,4,2,3,1.589542,
Player Red,(-35.41,-1.19, 37.20),5,ENGAGE_IN_COMBAT,5,3,1,3.83781,
Player Blue,(-25.62,-1.21, 30.15),4,I_GOT_HIT,6,4,3,0.9785347,
Player Green,(-8.00,-1.21, 56.42),1,ENGAGE_IN_COMBAT,6,1,3,4.877448,
Player Yellow,(17.09,-1.19, 26.58),2,ENGAGE_IN_COMBAT,4,2,3,1.589542,
Player Red,(-10.74,-1.22, 15.28),5,ENGAGE_IN_COMBAT,5,3,1,3.83781,
Player Blue,(-53.50,-1.18, 24.37),4,I_GOT_HIT,6,5,4,0.9785347,
Player Green,(-37.34,-1.19, 38.22),1,ENGAGE_IN_COMBAT,6,1,3,4.877448,
Player Yellow,(4.48,-1.21, 19.92),2,ENGAGE_IN_COMBAT,4,2,3,1.589542,
Player Red,(44.24,-1.23, 25.67),5,ENGAGE_IN_COMBAT,6,3,1,3.83781,
Player Blue,(-39.68,-1.21, -42.71),4,I_GOT_HIT,7,6,5,0.9785347,
Player Green,(-42.79,-1.21, -33.43),1,ENGAGE_IN_COMBAT,7,1,3,4.877448,
Player Yellow,(-5.14,-1.2, -30.18),2,ENGAGE_IN_COMBAT,5,2,3,1.589542,
Player Red,(53.78,-1.2, 15.77),5,ENGAGE_IN_COMBAT,6,3,1,3.83781,
Player Blue,(-30.67,-1.23, -49.93),3,I_GOT_HIT,7,6,6,0.9785347,
Player Green,(-30.74,-1.22, -46.00),2,I_HIT_SOMEONE,7,2,3,4.877448,
Player Yellow,(-15.34,-1.23, -26.36),2,ENGAGE_IN_COMBAT,5,2,3,1.589542,
Player Red,(54.47,-1.22, -22.32),5,ENGAGE_IN_COMBAT,6,3,1,3.83781,
Player Blue,(11.34,-1.23, -57.57),3,I_GOT_HIT,7,7,7,0.9785347,
Player Green,(8.30,-1.22, -57.66),2,ENGAGE_IN_COMBAT,7,2,3,4.877448,
Player Yellow,(-34.13,-1.23, -27.66),2,ENGAGE_IN_COMBAT,5,2,3,1.589542,
Player Red,(43.20,-1.19, -39.68),5,ENGAGE_IN_COMBAT,6,3,1,3.83781,
Player Blue,(29.75,-1.2, -50.67),2,I_GOT_HIT,7,7,8,0.9785347,
Player Green,(26.61,-1.19, -52.45),3,I_HIT_SOMEONE,7,3,3,4.877448,
Player Yellow,(-33.22,-1.23, -27.34),2,ENGAGE_IN_COMBAT,5,2,3,1.589542,
Player Red,(37.89,-1.19, -43.68),4,I_GOT_HIT,8,3,2,3.83781,
Player Blue,(34.88,-1.23, -46.86),3,I_HIT_SOMEONE,8,8,8,0.9785347,
Player Green,(31.89,-1.23, -49.13),3,ENGAGE_IN_COMBAT,8,3,3,4.877448,
Player Yellow,(-33.39,-1.23, -27.41),2,ENGAGE_IN_COMBAT,5,2,3,1.589542,
Player Red,(23.62,-1.23, -46.17),4,ENGAGE_IN_COMBAT,8,3,2,3.83781,
Player Blue,(23.97,-1.18, 46.69),4,I_HIT_SOMEONE,9,9,8,0.9785347,
Player Green,(-58.78,-1.21, -1.63),3,ENGAGE_IN_COMBAT,8,3,3,4.877448,
Player Yellow,(19.13,-1.21, 47.75),1,I_GOT_HIT,6,2,4,1.60993,
Player Red,(6.93,-1.21, 9.05),3,I_GOT_HIT,9,3,3,3.83781,
Player Blue,(7.08,-1.22, 3.73),5,I_HIT_SOMEONE,10,10,8,0.9785347,
Player Green,(43.72,-1.2, 39.32),3,ENGAGE_IN_COMBAT,8,3,3,4.877448,
Player Yellow,(-39.01,-1.23, 36.86),1,NOT_IN_COMBAT,6,2,4,1.60993,
Player Red,(-8.85,-1.26, -7.49),2,I_GOT_HIT,10,3,4,3.83781,
Player Blue,(-2.28,-1.19, 58.82),5,ENGAGE_IN_COMBAT,10,10,8,0.9785347,
Player Green,(-36.26,-1.21, 38.14),3,ENGAGE_IN_COMBAT,8,3,3,4.877448,
Player Yellow,(-11.77,-1.2, -3.85),2,I_HIT_SOMEONE,7,3,4,1.60993,
Player Red,(-15.87,-1.2, -53.44),2,ENGAGE_IN_COMBAT,10,3,4,3.83781,
Player Blue,(26.89,-1.22, -43.31),6,I_HIT_SOMEONE,11,11,8,0.9785347,
Player Green,(36.89,-1.23, -28.68),3,ENGAGE_IN_COMBAT,9,3,3,4.877448,
Player Yellow,(27.77,-1.19, -38.32),1,I_GOT_HIT,9,3,5,1.60993,
Player Red,(3.90,-1.23, -52.12),2,ENGAGE_IN_COMBAT,10,3,4,3.83781,
Player Blue,(40.41,-1.23, -30.51),7,I_HIT_SOMEONE,12,12,8,0.9785347,
Player Green,(43.06,-1.19, -27.02),2,I_GOT_HIT,10,3,4,4.877448,
Player Yellow,(22.26,-1.22, -50.44),1,ENGAGE_IN_COMBAT,9,3,5,1.60993,
Player Red,(49.81,-1.22, -30.96),3,I_HIT_SOMEONE,12,4,4,3.83781,
Player Blue,(54.87,-1.19, 19.37),7,ENGAGE_IN_COMBAT,12,12,8,0.9785347,
Player Green,(52.09,-1.23, -26.12),1,I_GOT_HIT,11,3,5,5.059714,
Player Yellow,(-1.38,-1.22, -58.59),1,NOT_IN_COMBAT,10,3,5,1.60993,
Player Red,(57.37,-1.23, 12.16),4,I_HIT_SOMEONE,12,5,4,3.83781,
Player Blue,(9.25,-1.18, 11.88),7,ENGAGE_IN_COMBAT,12,12,8,0.9785347,
Player Green,(56.01,-1.23, 16.14),0,I_GOT_HIT,11,3,6,5.076272,
Player Yellow,(-24.09,-1.23, -53.31),1,NOT_IN_COMBAT,10,3,5,1.60993,
Player Red,(-1.14,-1.19, 58.94),4,ENGAGE_IN_COMBAT,12,5,4,3.83781,
Player Blue,(-9.33,-1.21, -58.01),7,ENGAGE_IN_COMBAT,12,12,8,0.9785347,
Player Green,(47.54,-1.23, -19.91),0,ENGAGE_IN_COMBAT,11,3,6,5.076272,
Player Yellow,(-26.24,-1.2, 14.80),1,I_GOT_HIT,10,4,6,1.60993,
Player Red,(-38.87,-1.22, 43.77),5,I_HIT_SOMEONE,13,6,4,3.83781,
Player Blue,(-29.00,-1.23, -35.85),7,ENGAGE_IN_COMBAT,12,12,8,0.9785347,
Player Green,(7.73,-1.18, -16.34),0,ENGAGE_IN_COMBAT,11,3,6,5.076272,
Player Yellow,(-41.41,-1.21, 41.84),0,I_GOT_HIT,11,4,7,1.60993,
Player Red,(-12.27,-1.18, 27.76),5,I_HIT_SOMEONE,15,7,4,3.83781,
Player Blue,(18.51,-1.2, 7.99),7,ENGAGE_IN_COMBAT,14,12,8,0.9785347,
Player Green,(-14.79,-1.23, -15.70),0,NOT_IN_COMBAT,13,3,6,5.095641,
Player Yellow,(-17.34,-1.22, 26.07),0,I_GOT_HIT,13,4,8,1.60993,
Player Red,(-13.56,-1.18, 27.36),4,I_GOT_HIT,15,7,5,3.83781,
Player Blue,(13.14,-1.23, 3.19),7,ENGAGE_IN_COMBAT,14,12,8,0.9785347,
Player Green,(-15.94,-1.23, -16.62),0,NOT_IN_COMBAT,13,3,6,5.095641,
Player Yellow,(-16.47,-1.21, 26.14),1,I_HIT_SOMEONE,13,5,8,1.60993,
Player Red,(-30.05,-1.21, -6.42),4,I_GOT_HIT,15,8,6,3.83781,
Player Blue,(-12.40,-1.2, -8.24),7,ENGAGE_IN_COMBAT,15,12,8,0.9785347,
Player Green,(10.38,-1.19, -20.83),0,NOT_IN_COMBAT,14,3,6,5.177247,
Player Yellow,(10.13,-1.23, 28.76),1,NOT_IN_COMBAT,13,5,8,1.60993,
Player Red,(29.59,-1.23, -3.05),5,I_HIT_SOMEONE,18,9,6,3.83781,
Player Blue,(30.58,-1.23, -0.08),6,I_GOT_HIT,16,12,9,0.9785347,
Player Green,(12.41,-1.19, 21.57),0,ENGAGE_IN_COMBAT,15,3,6,5.177247,
Player Yellow,(31.38,-1.22, -39.90),1,NOT_IN_COMBAT,14,5,8,1.60993,
Player Red,(24.25,-1.2, 21.88),5,ENGAGE_IN_COMBAT,19,9,6,3.83781,
Player Blue,(26.04,-1.19, -17.51),6,I_GOT_HIT,16,13,10,0.9785347,
Player Green,(25.88,-1.23, -13.18),0,ENGAGE_IN_COMBAT,16,3,6,5.177247,
Player Yellow,(23.09,-1.22, -46.13),1,ENGAGE_IN_COMBAT,14,5,8,1.60993,
Player Red,(58.29,-1.21, 6.47),5,ENGAGE_IN_COMBAT,19,9,6,3.83781,
Player Blue,(9.08,-1.23, 14.63),6,ENGAGE_IN_COMBAT,16,13,10,0.9785347,
Player Green,(18.73,-1.23, -21.28),0,I_GOT_HIT,16,3,7,5.220534,
Player Yellow,(18.91,-1.2, -24.41),1,I_HIT_SOMEONE,14,6,8,1.60993,
Player Red,(-8.07,-1.18, -18.38),5,I_GOT_HIT,20,10,7,3.83781,
Player Blue,(-11.64,-1.19, 1.34),6,ENGAGE_IN_COMBAT,19,13,10,0.9785347,
Player Green,(52.75,-1.21, -14.50),0,ENGAGE_IN_COMBAT,17,3,7,5.220534,
Player Yellow,(7.66,-1.22, 12.47),1,NOT_IN_COMBAT,17,6,8,1.60993,
Player Red,(-1.24,-1.2, -58.84),5,ENGAGE_IN_COMBAT,23,10,7,3.83781,
Player Blue,(-16.00,-1.21, 0.96),6,I_GOT_HIT,21,14,11,0.9785347,
Player Green,(35.96,-1.19, -46.46),0,NOT_IN_COMBAT,18,3,7,5.220534,
Player Yellow,(46.60,-1.22, -22.49),1,NOT_IN_COMBAT,21,6,8,1.60993,
Player Red,(-32.46,-1.2, -26.97),5,ENGAGE_IN_COMBAT,23,10,7,3.83781,
Player Blue,(29.54,-1.23, -25.96),7,I_HIT_SOMEONE,22,15,11,0.9785347,
Player Green,(-4.83,-1.22, -51.05),0,ENGAGE_IN_COMBAT,18,3,7,5.220534,
Player Yellow,(31.97,-1.21, -30.50),0,I_GOT_HIT,22,6,9,1.60993,
Player Red,(-20.70,-1.2, -9.02),5,ENGAGE_IN_COMBAT,23,10,7,3.83781,
Player Blue,(37.19,-1.18, -42.89),7,I_GOT_HIT,22,16,12,0.9785347,
Player Green,(-27.52,-1.2, -46.77),0,ENGAGE_IN_COMBAT,18,3,7,5.220534,
Player Yellow,(23.46,-1.21, -28.69),0,NOT_IN_COMBAT,22,6,9,1.60993,
Player Red,(54.44,-1.23, 21.42),5,I_HIT_SOMEONE,25,11,7,3.83781,
Player Blue,(-5.66,-1.23, 0.13),7,ENGAGE_IN_COMBAT,22,16,12,0.9785347,
Player Green,(50.57,-1.21, -29.58),0,ENGAGE_IN_COMBAT,18,3,7,5.220534,
Player Yellow,(52.55,-1.29, 25.27),0,I_GOT_HIT,24,6,10,1.60993,
Player Red,(54.73,-1.19, 22.15),5,ENGAGE_IN_COMBAT,27,11,7,3.83781,
Player Blue,(50.37,-1.22, 27.50),7,I_HIT_SOMEONE,25,17,12,0.9785347,
Player Green,(54.75,-1.21, 19.16),0,ENGAGE_IN_COMBAT,21,3,7,5.220534,
Player Yellow,(53.02,-1.23, 24.86),0,I_GOT_HIT,26,6,11,1.60993,
Player Red,(52.03,-1.19, 21.93),5,I_GOT_HIT,27,12,8,3.83781,
Player Blue,(51.85,-1.2, 27.59),7,ENGAGE_IN_COMBAT,25,17,12,0.9785347,
Player Green,(44.20,-1.21, 26.04),0,ENGAGE_IN_COMBAT,21,3,7,5.220534,
Player Yellow,(53.27,-1.22, 24.42),0,ENGAGE_IN_COMBAT,26,6,11,1.60993,
Player Red,(50.80,-1.24, 22.89),4,I_GOT_HIT,27,12,9,3.83781,
Player Blue,(52.18,-1.21, 26.76),8,I_HIT_SOMEONE,25,18,12,0.9785347,
Player Green,(43.16,-1.22, 26.91),0,ENGAGE_IN_COMBAT,21,3,7,5.220534,
Player Yellow,(53.73,-1.23, 23.31),0,ENGAGE_IN_COMBAT,26,6,11,1.60993,
Player Red,(38.36,-1.2, 37.07),4,ENGAGE_IN_COMBAT,30,12,9,3.83781,
Player Blue,(28.93,-1.22, -50.90),8,ENGAGE_IN_COMBAT,26,18,12,0.9785347,
Player Green,(-26.14,-1.19, -16.57),0,ENGAGE_IN_COMBAT,23,3,7,5.551153,
Player Yellow,(25.62,-1.23, 4.95),0,I_GOT_HIT,28,7,12,1.60993,
